0,29,32,37,40,41,42,44,45,41,33,27
4,32,27,20,21,22,44,25,41,23,27,28
5,40,40,41,42,45,41,33,27,28,32,
8,40,40,41,42,44,45,41,33,27,28,32
9,40,40,41,33,27,28,32,,,,
11,40,40,41,42,44,41,33,27,28,32,
12,40,40,41,42,44,45,41,33,27,28,32
13,40,40,41,42,44,45,41,33,27,28,32
15,40,40,41,42,44,45,41,28,32,,
