248,15.95,19.49,16.41,16.28,16.33,21.59,16.71,18.67,14.39,20.05
249,19.49,16.41,16.28,16.33,21.59,16.71,18.67,14.39,20.05,19.28
250,16.41,16.28,16.33,21.59,16.71,18.67,14.39,20.05,19.28,17.74
251,16.28,16.33,21.59,16.71,18.67,14.39,20.05,19.28,17.74,18.02
252,16.33,21.59,16.71,18.67,14.39,20.05,19.28,17.74,18.02,19.13
253,21.59,16.71,18.67,14.39,20.05,19.28,17.74,18.02,19.13,15.74
254,16.71,18.67,14.39,20.05,19.28,17.74,18.02,19.13,15.74,16.92
255,18.67,14.39,20.05,19.28,17.74,18.02,19.13,15.74,16.92,16.03
256,14.39,20.05,19.28,17.74,18.02,19.13,15.74,16.92,16.03,16.41
257,20.05,19.28,17.74,18.02,19.13,15.74,16.92,16.03,16.41,18.41
258,19.28,17.74,18.02,19.13,15.74,16.92,16.03,16.41,18.41,18.67
259,17.74,18.02,19.13,15.74,16.92,16.03,16.41,18.41,18.67,18.97
260,18.02,19.13,15.74,16.92,16.03,16.41,18.41,18.67,18.97,17.35
261,19.13,15.74,16.92,16.03,16.41,18.41,18.67,18.97,17.35,16.12
262,15.74,16.92,16.03,16.41,18.41,18.67,18.97,17.35,16.12,16.33
263,16.92,16.03,16.41,18.41,18.67,18.97,17.35,16.12,16.33,15.09
264,16.03,16.41,18.41,18.67,18.97,17.35,16.12,16.33,15.09,18.88
265,16.41,18.41,18.67,18.97,17.35,16.12,16.33,15.09,18.88,15.19
266,18.41,18.67,18.97,17.35,16.12,16.33,15.09,18.88,15.19,16.45
267,18.67,18.97,17.35,16.12,16.33,15.09,18.88,15.19,16.45,18.62
268,18.97,17.35,16.12,16.33,15.09,18.88,15.19,16.45,18.62,17.18
269,17.35,16.12,16.33,15.09,18.88,15.19,16.45,18.62,17.18,15.42
270,16.12,16.33,15.09,18.88,15.19,16.45,18.62,17.18,15.42,16.97
271,16.33,15.09,18.88,15.19,16.45,18.62,17.18,15.42,16.97,14.76
272,15.09,18.88,15.19,16.45,18.62,17.18,15.42,16.97,14.76,17.81
273,18.88,15.19,16.45,18.62,17.18,15.42,16.97,14.76,17.81,14.47
274,15.19,16.45,18.62,17.18,15.42,16.97,14.76,17.81,14.47,18.73
275,16.45,18.62,17.18,15.42,16.97,14.76,17.81,14.47,18.73,17.05
276,18.62,17.18,15.42,16.97,14.76,17.81,14.47,18.73,17.05,16.67
277,17.18,15.42,16.97,14.76,17.81,14.47,18.73,17.05,16.67,16.2
278,15.42,16.97,14.76,17.81,14.47,18.73,17.05,16.67,16.2,18.11
279,16.97,14.76,17.81,14.47,18.73,17.05,16.67,16.2,18.11,14.58
280,14.76,17.81,14.47,18.73,17.05,16.67,16.2,18.11,14.58,18.27
281,17.81,14.47,18.73,17.05,16.67,16.2,18.11,14.58,18.27,15.01
282,14.47,18.73,17.05,16.67,16.2,18.11,14.58,18.27,15.01,13.08
283,18.73,17.05,16.67,16.2,18.11,14.58,18.27,15.01,13.08,19.49
284,17.05,16.67,16.2,18.11,14.58,18.27,15.01,13.08,19.49,17.69
285,16.67,16.2,18.11,14.58,18.27,15.01,13.08,19.49,17.69,14.5
286,16.2,18.11,14.58,18.27,15.01,13.08,19.49,17.69,14.5,25.83
287,18.11,14.58,18.27,15.01,13.08,19.49,17.69,14.5,25.83,21.43
288,14.58,18.27,15.01,13.08,19.49,17.69,14.5,25.83,21.43,16.71
289,18.27,15.01,13.08,19.49,17.69,14.5,25.83,21.43,16.71,18.78
290,15.01,13.08,19.49,17.69,14.5,25.83,21.43,16.71,18.78,20.1
291,13.08,19.49,17.69,14.5,25.83,21.43,16.71,18.78,20.1,13.92
292,19.49,17.69,14.5,25.83,21.43,16.71,18.78,20.1,13.92,13.1
293,17.69,14.5,25.83,21.43,16.71,18.78,20.1,13.92,13.1,13.74
294,14.5,25.83,21.43,16.71,18.78,20.1,13.92,13.1,13.74,17.42
295,25.83,21.43,16.71,18.78,20.1,13.92,13.1,13.74,17.42,17.5
296,21.43,16.71,18.78,20.1,13.92,13.1,13.74,17.42,17.5,18.97
297,16.71,18.78,20.1,13.92,13.1,13.74,17.42,17.5,18.97,22.34
298,18.78,20.1,13.92,13.1,13.74,17.42,17.5,18.97,22.34,19.18
299,20.1,13.92,13.1,13.74,17.42,17.5,18.97,22.34,19.18,22.34
300,13.92,13.1,13.74,17.42,17.5,18.97,22.34,19.18,22.34,17.17
301,13.1,13.74,17.42,17.5,18.97,22.34,19.18,22.34,17.17,16.41
302,13.74,17.42,17.5,18.97,22.34,19.18,22.34,17.17,16.41,20.05
303,17.42,17.5,18.97,22.34,19.18,22.34,17.17,16.41,20.05,13.04
304,17.5,18.97,22.34,19.18,22.34,17.17,16.41,20.05,13.04,17.6
305,18.97,22.34,19.18,22.34,17.17,16.41,20.05,13.04,17.6,16.04
306,22.34,19.18,22.34,17.17,16.41,20.05,13.04,17.6,16.04,15.86
307,19.18,22.34,17.17,16.41,20.05,13.04,17.6,16.04,15.86,19.95
308,22.34,17.17,16.41,20.05,13.04,17.6,16.04,15.86,19.95,14.5
309,17.17,16.41,20.05,13.04,17.6,16.04,15.86,19.95,14.5,16.54
310,16.41,20.05,13.04,17.6,16.04,15.86,19.95,14.5,16.54,18.93
311,20.05,13.04,17.6,16.04,15.86,19.95,14.5,16.54,18.93,15.66
312,13.04,17.6,16.04,15.86,19.95,14.5,16.54,18.93,15.66,14.87
313,17.6,16.04,15.86,19.95,14.5,16.54,18.93,15.66,14.87,19.69
314,16.04,15.86,19.95,14.5,16.54,18.93,15.66,14.87,19.69,18.58
315,15.86,19.95,14.5,16.54,18.93,15.66,14.87,19.69,18.58,16.54
316,19.95,14.5,16.54,18.93,15.66,14.87,19.69,18.58,16.54,13.04
317,14.5,16.54,18.93,15.66,14.87,19.69,18.58,16.54,13.04,15.48
318,16.54,18.93,15.66,14.87,19.69,18.58,16.54,13.04,15.48,14.43
319,18.93,15.66,14.87,19.69,18.58,16.54,13.04,15.48,14.43,14.65
320,15.66,14.87,19.69,18.58,16.54,13.04,15.48,14.43,14.65,14.14
321,14.87,19.69,18.58,16.54,13.04,15.48,14.43,14.65,14.14,14.5
322,19.69,18.58,16.54,13.04,15.48,14.43,14.65,14.14,14.5,14.21
323,18.58,16.54,13.04,15.48,14.43,14.65,14.14,14.5,14.21,12.56
324,16.54,13.04,15.48,14.43,14.65,14.14,14.5,14.21,12.56,15.01
325,13.04,15.48,14.43,14.65,14.14,14.5,14.21,12.56,15.01,13.71
326,15.48,14.43,14.65,14.14,14.5,14.21,12.56,15.01,13.71,11.99
327,14.43,14.65,14.14,14.5,14.21,12.56,15.01,13.71,11.99,11.99
328,14.65,14.14,14.5,14.21,12.56,15.01,13.71,11.99,11.99,12.72
329,14.14,14.5,14.21,12.56,15.01,13.71,11.99,11.99,12.72,13.13
330,14.5,14.21,12.56,15.01,13.71,11.99,11.99,12.72,13.13,10.91
331,14.21,12.56,15.01,13.71,11.99,11.99,12.72,13.13,10.91,10.97
332,12.56,15.01,13.71,11.99,11.99,12.72,13.13,10.91,10.97,10.58
333,15.01,13.71,11.99,11.99,12.72,13.13,10.91,10.97,10.58,12.89
334,13.71,11.99,11.99,12.72,13.13,10.91,10.97,10.58,12.89,10.03
335,11.99,11.99,12.72,13.13,10.91,10.97,10.58,12.89,10.03,11.06
336,11.99,12.72,13.13,10.91,10.97,10.58,12.89,10.03,11.06,11.48
337,12.72,13.13,10.91,10.97,10.58,12.89,10.03,11.06,11.48,10.5
